Gene	Total_alleles	Valid_alleles	Number_representatives
GCF-001456135-protein887	16	16	1
GCF-001456135-protein991	15	15	1
GCF-001482345-protein10094	14	14	1
GCF-001482345-protein10287	21	21	1
GCF-001482345-protein5841	15	15	1
GCF-001482345-protein6151	14	14	1
GCF-001482345-protein6405	16	16	1
GCF-001482345-protein6675	16	16	1
GCF-001482345-protein6938	11	11	1
GCF-001482345-protein7503	15	15	1
GCF-001482345-protein7639	12	12	1
GCF-001482345-protein7964	10	10	1
GCF-001482345-protein8068	10	10	1
GCF-001482345-protein8152	15	15	1
GCF-001482345-protein8449	21	21	1
GCF-001482345-protein8704	14	14	1
GCF-001482345-protein8841	16	16	1
GCF-001482345-protein9189	7	7	1
GCF-001482345-protein9675	16	16	1
GCF-001482345-protein9796	15	15	1
GCF-001482345-protein9872	18	18	1
GCF-001482345-protein9909	16	16	1
GCF-001548315-protein1240	9	9	1
GCF-001548315-protein1336	16	16	1
GCF-001548315-protein137	17	17	1
GCF-001548315-protein1530	20	20	1
GCF-001548315-protein1821	15	15	1
GCF-001548315-protein1879	6	6	2
GCF-001548315-protein1905	20	20	1
GCF-001548315-protein1953	18	18	1
GCF-001548315-protein2090	15	15	1
GCF-001548315-protein2267	12	12	1
GCF-001548315-protein2396	15	15	1
GCF-001548315-protein2596	14	14	1
GCF-001548315-protein273	7	7	1
GCF-001548315-protein2750	17	17	1
GCF-001548315-protein2925	15	15	1
GCF-001548315-protein3041	8	8	1
GCF-001548315-protein3227	13	13	3
GCF-001548315-protein339	12	12	1
GCF-001548315-protein3501	7	7	1
GCF-001548315-protein3588	11	11	1
GCF-001548315-protein3653	13	13	1
GCF-001548315-protein3795	16	16	1
GCF-001548315-protein3881	16	16	1
GCF-001548315-protein409	9	9	1
GCF-001548315-protein4210	19	19	1
GCF-001548315-protein4441	17	17	2
GCF-001548315-protein4654	6	6	1
GCF-001548315-protein4778	8	8	1
GCF-001548315-protein4799	15	15	1
GCF-001548315-protein705	8	8	1
GCF-001548315-protein777	16	16	1
GCF-001548315-protein889	10	10	1
GCF-001644765-protein10002	16	16	1
GCF-001644765-protein10057	12	12	1
GCF-001644765-protein10081	9	9	1
GCF-001644765-protein10126	15	15	1
GCF-001644765-protein10183	15	15	1
GCF-001644765-protein5149	16	16	1
GCF-001644765-protein5179	12	12	1
GCF-001644765-protein5213	16	16	1
GCF-001644765-protein5378	16	16	1
GCF-001644765-protein5457	8	8	1
GCF-001644765-protein5480	15	15	1
GCF-001644765-protein5501	16	16	1
GCF-001644765-protein5561	12	12	1
GCF-001644765-protein5596	13	13	1
GCF-001644765-protein5669	10	10	1
GCF-001644765-protein5721	11	11	1
GCF-001644765-protein5733	12	12	1
GCF-001644765-protein5791	17	17	1
GCF-001644765-protein5822	13	13	1
GCF-001644765-protein5858	10	10	1
GCF-001644765-protein5902	13	13	1
GCF-001644765-protein5964	13	13	1
GCF-001644765-protein5974	8	8	1
GCF-001644765-protein6007	5	5	1
GCF-001644765-protein6037	15	15	1
GCF-001644765-protein6090	7	7	1
GCF-001644765-protein6169	10	10	1
GCF-001644765-protein6272	16	16	1
GCF-001644765-protein6299	13	13	1
GCF-001644765-protein6422	8	8	1
GCF-001644765-protein6442	16	16	1
GCF-001644765-protein6471	11	11	1
GCF-001644765-protein6493	19	19	1
GCF-001644765-protein6602	22	22	1
GCF-001644765-protein6733	13	13	1
GCF-001644765-protein6742	13	13	1
GCF-001644765-protein6772	14	14	1
GCF-001644765-protein6803	9	9	1
GCF-001644765-protein6853	18	18	1
GCF-001644765-protein6869	19	19	1
GCF-001644765-protein6923	16	16	1
GCF-001644765-protein6970	14	14	1
GCF-001644765-protein7012	15	15	1
GCF-001644765-protein7042	17	17	1
GCF-001644765-protein7087	14	14	1
GCF-001644765-protein7160	13	13	1
GCF-001644765-protein7197	21	21	1
GCF-001644765-protein7245	16	16	1
GCF-001644765-protein7298	14	14	1
GCF-001644765-protein7379	16	16	1
GCF-001644765-protein7535	11	11	1
GCF-001644765-protein7610	15	15	1
GCF-001644765-protein7671	16	16	1
GCF-001644765-protein7744	16	16	1
GCF-001644765-protein7891	14	14	1
GCF-001644765-protein7957	14	14	1
GCF-001644765-protein8004	11	11	1
GCF-001644765-protein8045	13	13	1
GCF-001644765-protein8105	10	10	1
GCF-001644765-protein8177	15	15	1
GCF-001644765-protein8220	8	8	1
GCF-001644765-protein8226	13	13	1
GCF-001644765-protein8251	14	14	1
GCF-001644765-protein8342	14	14	1
GCF-001644765-protein8410	14	14	1
GCF-001644765-protein8456	12	12	1
GCF-001644765-protein8515	11	11	1
GCF-001644765-protein8541	14	14	1
GCF-001644765-protein8592	13	13	1
GCF-001644765-protein8670	15	15	1
GCF-001644765-protein8747	17	17	1
GCF-001644765-protein8823	17	17	1
GCF-001644765-protein8856	15	15	1
GCF-001644765-protein8936	7	7	1
GCF-001644765-protein8976	11	11	1
GCF-001644765-protein9016	9	9	1
GCF-001644765-protein9077	15	15	1
GCF-001644765-protein9128	14	14	1
GCF-001644765-protein9171	17	17	1
GCF-001644765-protein9244	7	7	1
GCF-001644765-protein9266	17	17	1
GCF-001644765-protein9310	17	17	1
GCF-001644765-protein9370	11	11	1
GCF-001644765-protein9456	15	15	1
GCF-001644765-protein9488	12	12	1
GCF-001644765-protein9577	7	7	1
GCF-001644765-protein9591	8	8	1
GCF-001644765-protein9652	17	17	1
GCF-001644765-protein9703	15	15	1
GCF-001644765-protein9749	5	5	1
GCF-001644765-protein9750	16	16	1
GCF-001644765-protein9920	10	10	1
GCF-001644765-protein9953	11	11	1
GCF-001646625-protein1309	13	13	1
GCF-001646625-protein2274	14	14	1
GCF-001646625-protein3371	14	14	2
GCF-001646625-protein4492	17	17	1
GCF-001648215-protein6716	17	17	1
